,CN18Sc09_2_eDNA_Z,CN18Sc10_2_eDNA_Z,CN18Sc14_2_eDNA_Z,CN18Sc14_8_eDNA_Z,CN18Sc15_2_eDNA_Z,CN18Sc15_8_eDNA_Z,CN18Sc18_2_eDNA_Z,CN18Sc18_8_eDNA_Z,CN18Sc27_2_eDNA_Z,CN18Sc27_8_eDNA_Z,CN18SESPkoa_SC49_Z,CN18SESPkoa_SC47_Z,CN18SESPkoa_SC45_Z,CN18SESPkoa_SC44_Z,CN18SESPkoa_SC42_Z,CN18SESPkoa_SC41_Z,CN18SESPkoa_SC40_Z,CN18SESPkoa_SC39_Z,CN18SESPkoa_SC37_Z,CN18SESPkoa_SC36_Z,CN18Fc12_8_eDNA_HH,CN18Fc30_4_eDNA_HH,CN18Fc43_5_eDNA_HH,CN18Fc19_5_eDNA_HH,CN18Fc32_4_eDNA_HH,CN18Fc44_8_eDNA_HH,CN18Fc21_6_eDNA_HH,CN18Fc33_5_eDNA_HH,CN18Fc46_8_eDNA_HH,CN18Fc22_6_eDNA_HH,CN18Fc47_6_eDNA_HH,CN18Fc24_6_eDNA_HH,CN18Fc36_6_eDNA_HH,CN18Fc49_6_eDNA_HH,CN18Fc25_5_eDNA_HH,CN18Fc38_5_eDNA_HH,CN18Fc51_5_eDNA_HH,CN18Fc27_4_eDNA_HH,CN18Fc40_6_eDNA_HH,CN18Fc29_6_eDNA_HH,CN18Fc41_6_eDNA_HH,CN18Sc09_2_eDNA_AA,CN18Sc10_2_eDNA_AA,CN18Sc14_2_eDNA_AA,CN18Sc14_8_eDNA_AA,CN18Sc15_2_eDNA_AA,CN18Sc15_8_eDNA_AA,CN18Sc18_2_eDNA_AA,CN18Sc18_8_eDNA_AA,CN18Sc27_2_eDNA_AA,CN18Sc27_8_eDNA_AA,CN18SESPkoa_SC49_AA,CN18SESPkoa_SC47_AA,CN18SESPkoa_SC45_AA,CN18SESPkoa_SC44_AA,CN18SESPkoa_SC42_AA,CN18SESPkoa_SC41_AA,CN18SESPkoa_SC40_AA,CN18SESPkoa_SC39_AA,CN18SESPkoa_SC37_AA,CN18SESPkoa_SC36_AA,CN18FESPkoa_SC58_CC,CN18FESPkoa_SC57_CC,CN18FESPkoa_SC56_CC,CN18FESPkoa_SC55_CC,CN18FESPkoa_SC53_CC,CN18FESPkoa_SC52_CC,CN18FESPkoa_SC49_CC,CN18FESPkoa_SC47_CC,CN18FESPkoa_SC46_CC,CN18FESPkoa_SC44_CC,CN18FESPkoa_SC43_CC,CN18FESPkoa_SC41_CC,CN18FESPkoa_SC40_CC,CN18FESPkoa_SC37_CC,CN18FESPkoa_SC34_CC,CN18FESPkoa_SC32_CC,CN18FESPkoa_SC31_CC,CN18FESPkoa_SC30_CC,CN18FESPkoa_SC29_CC,CN18FESPkoa_SC26_CC,CN18FESPkoa_SC24_CC
ASV_1329,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,5,3,0,10,3,4,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15
ASV_1331,6,4,2,5,4,0,9,2,4,0,3,4,4,3,5,1,4,4,1,14,26,16,20,15,6,22,18,20,6,27,3,17,7,7,7,8,16,17,24,19,30,9,3,4,2,6,1,9,2,3,0,1,3,0,0,4,0,1,0,0,23,27,26,6,11,24,5,13,1,18,15,22,17,10,13,21,5,15,6,0,1,9
ASV_1333,0,1,3,1,0,29,0,0,1,5,0,2,0,15,0,2,1,3,0,10,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,17,0,0,1,4,1,0,0,8,0,2,0,4,0,10,2,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1
ASV_1334,1,0,0,0,0,37,0,2,0,8,0,0,0,20,1,11,0,18,0,62,16,38,24,29,6,61,28,16,8,61,6,24,10,7,15,20,13,33,43,26,33,0,0,0,0,0,24,0,3,0,2,0,0,0,16,0,19,2,11,0,38,18,15,24,22,31,9,20,7,6,59,16,22,19,9,14,11,25,8,12,2,11
ASV_1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ASV_1336,30,14,0,0,0,0,13,0,0,4,18,0,1,0,7,0,37,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,32,125,0,0,0,0,0,149,26,8,0,0,1,0,12,0,1,1,17,0,0,1,3,0,30,0,1,0,0,373,0,198,1,8,1,0,11,0,0,0,0,261,0,0,0,6,1,3,0
ASV_1338,7,14,4,15,0,0,0,0,0,2,6,15,2,3,27,0,6,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,10,0,0,0,0,0,1,2,6,2,4,12,0,2,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ASV_1339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ASV_1340,0,0,0,10,0,1,17,0,3,0,0,5,32,0,54,3,0,1,0,12,4,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,3,4,12,5,0,0,9,1,0,16,0,1,0,0,1,22,0,45,1,0,0,0,7,2,2,1,6,2,1,1,0,0,3,47,0,0,7,2,0,1,1,0,0,0
ASV_1341,0,0,0,0,0,19,1,0,0,2,0,0,0,25,0,11,0,0,0,8,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,8,0,0,1,1,0,0,0,0,0,12,0,0,0,0,1,0,0,22,0,9,0,0,0,5,1,0,1,0,1,0,2,0,1,0,1,1,0,0,0,0,0,1,1,3,7
ASV_1342,0,0,1,0,0,30,1,0,0,19,9,2,0,14,0,6,0,9,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,7,3,1,0,8,0,3,0,4,0,72,0,0,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
ASV_1343,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,3,1,5,5,0,3,13,7,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,3,3,2,0,1,12,0,3
ASV_1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1346,41,35,23,40,40,0,22,1,21,1,15,16,12,3,27,1,20,0,4,4,8,27,18,8,19,16,29,20,1,21,1,17,8,7,13,11,4,5,5,16,16,38,26,19,37,27,4,15,2,10,0,12,28,8,0,20,1,7,0,5,6,3,11,7,6,20,9,13,4,18,10,14,10,9,8,9,1,6,3,0,0,11
ASV_1347,55,41,50,2,36,0,27,0,17,0,44,40,32,0,27,0,29,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,24,31,0,40,0,17,0,22,0,23,36,28,0,19,0,24,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1348,42,22,12,9,28,0,33,0,24,0,9,22,20,0,19,0,11,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,16,12,6,15,0,28,0,14,0,6,16,13,0,10,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ASV_1349,19,8,7,8,5,0,3,0,19,0,11,5,1,0,3,0,6,0,2,0,23,55,36,6,17,16,72,28,2,21,3,21,27,5,21,23,9,10,11,32,26,4,13,6,3,6,0,4,1,15,0,5,5,1,0,7,0,3,1,3,0,15,12,19,12,21,29,12,5,27,17,9,21,7,27,14,9,19,3,2,4,8
ASV_1350,26,18,17,16,22,0,20,1,8,0,9,32,16,0,24,0,25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,18,19,20,0,16,1,6,0,7,26,15,0,19,0,17,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1351,15,24,20,3,7,0,17,0,25,0,8,16,5,0,11,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,18,15,1,10,0,4,0,9,0,12,9,5,0,5,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1352,76,48,57,5,41,0,55,0,1,0,93,124,83,0,132,1,102,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,38,35,3,33,0,37,0,2,0,74,86,78,2,100,0,76,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1354,0,0,1,0,0,1,0,0,0,1,0,0,0,7,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,3,0,0,1,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0
ASV_1355,0,0,0,0,0,23,0,0,0,0,0,0,0,5,0,0,0,2,0,14,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,16,0,0,0,0,0,0,0,6,0,0,0,2,0,13,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,6,0
ASV_1357,5,2,2,5,3,22,3,0,1,1,1,2,0,33,1,6,0,3,0,7,0,1,0,3,0,0,0,1,0,1,3,2,1,2,0,1,8,2,5,1,0,5,2,0,0,1,18,1,0,0,2,1,0,0,28,2,8,0,0,0,2,5,1,3,1,2,1,2,1,0,2,1,3,1,2,0,1,1,1,0,0,9
ASV_1360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ASV_1361,0,0,1,0,0,9,0,0,0,1,17,23,4,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,3,13,13,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ASV_1362,12,16,9,2,14,7,6,0,2,0,4,9,6,15,7,5,4,0,3,4,6,5,4,13,1,6,6,0,0,5,0,5,1,3,2,0,3,7,7,13,3,12,18,8,3,9,11,5,0,3,1,6,4,9,12,7,7,4,0,0,2,18,12,16,5,13,4,8,2,5,5,4,10,2,5,4,4,3,3,0,1,1
ASV_1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,4,15,0,2,12,7,0,3,0,5,10,1,8,5,0,5,3,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4,12,4,16,10,2,6,1,3,5,3,1,7,9,10,6,9,1,0,1
ASV_1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1366,0,2,6,0,0,12,1,21,1,6,4,1,1,12,0,8,0,7,0,22,6,13,23,6,3,26,13,5,2,24,0,11,5,1,6,9,6,23,11,7,9,2,2,3,0,0,19,1,17,1,4,1,0,1,13,4,9,0,3,0,13,1,5,6,6,10,6,1,8,8,2,6,5,7,8,7,4,9,3,4,0,4
ASV_1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1368,0,0,0,0,15,0,0,0,15,0,0,0,6,0,23,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,16,0,0,0,5,0,21,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1370,3,3,3,5,2,18,2,7,3,1,1,1,2,19,2,3,1,18,0,34,13,8,17,12,12,9,16,2,2,15,0,6,17,5,12,4,7,20,14,5,7,5,4,3,6,4,12,5,5,0,3,1,0,2,8,2,7,1,6,0,26,15,17,6,7,10,7,5,5,6,6,3,7,4,6,9,6,4,3,3,0,3
ASV_1371,5,5,1,20,6,5,6,17,0,5,4,6,2,1,5,2,3,12,1,55,0,1,2,3,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,0,4,2,3,15,2,11,7,13,1,2,2,2,1,2,3,0,3,5,0,49,0,2,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0
ASV_1372,0,0,1,0,0,35,2,1,0,3,0,0,0,35,0,17,0,2,0,12,0,0,0,1,0,0,6,0,0,2,0,1,1,0,2,0,0,0,1,8,1,0,0,0,1,0,24,1,1,0,1,0,0,0,20,1,16,0,2,1,12,3,2,0,1,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
ASV_1374,0,0,1,0,2,37,0,38,5,25,0,0,0,5,0,4,0,10,0,118,1,0,2,0,0,1,5,6,0,6,0,8,1,2,0,4,0,2,1,7,6,0,0,0,0,1,34,0,22,2,16,0,0,0,5,0,0,0,17,0,94,0,0,0,0,4,0,1,0,4,0,0,1,4,2,1,2,3,1,0,0,3
ASV_1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3,2,0,0,1,0,0,1,0,1
ASV_1376,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,14,7,0,20,5,20,13,18,0,21,6,3,1,3,7,40,62,25,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,3,6,13,3,6,9,12,12,16,15,16,16,29,13,15,5,5,0,4
ASV_1377,1,0,0,1,1,42,0,28,0,19,1,0,0,9,0,0,1,55,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,34,0,18,1,17,0,0,0,6,0,2,0,40,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ASV_1378,0,0,0,1,1,25,1,0,0,7,2,2,0,3,1,9,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,3,0,0,0,0,0,0,0,17,0,0,0,1,1,2,0,9,0,5,3,4,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
ASV_1379,0,0,0,0,0,4,0,0,0,0,0,0,0,22,1,4,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,4,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,7
ASV_1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,4,0,3,2,0,0,0,2,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,6,0,4,0,5,3,3,0,0,3,0,0,2,2,1,0,1
ASV_1381,6,4,5,1,1,1,3,0,3,2,4,1,0,1,1,0,0,0,0,3,11,11,18,12,3,7,12,15,1,13,3,4,4,3,4,10,2,11,17,40,6,7,3,0,1,1,0,2,0,2,0,3,2,3,0,0,1,3,0,1,5,12,13,3,9,6,14,10,9,10,13,9,9,9,7,10,2,7,3,1,0,8
ASV_1382,1,7,1,0,13,7,0,0,3,0,0,8,2,4,3,1,0,1,1,4,7,0,2,24,0,16,0,14,5,25,0,3,5,3,7,3,12,23,15,28,11,0,0,0,0,4,2,0,1,3,0,0,6,0,4,6,3,0,0,0,10,16,8,1,6,5,5,2,9,14,5,26,13,8,5,16,10,9,10,12,0,5
ASV_1383,16,16,14,20,19,0,19,0,8,0,5,12,5,0,16,0,8,0,3,0,12,18,32,15,9,10,39,23,1,18,5,24,24,9,5,24,4,16,15,37,38,13,8,16,23,9,0,22,0,11,0,7,13,4,0,7,0,3,0,3,0,23,26,20,22,23,16,8,10,17,23,27,9,9,20,16,11,22,8,3,5,4
ASV_1385,10,8,8,4,11,2,7,2,12,1,1,11,2,2,7,1,4,4,1,19,19,13,11,5,6,10,13,17,3,14,3,11,16,3,14,5,23,13,11,41,14,10,6,10,6,11,4,7,4,10,0,5,12,2,0,3,2,1,1,0,11,4,11,6,9,16,11,6,1,10,9,14,7,12,12,5,11,5,6,6,1,9
ASV_1386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1388,0,0,1,0,0,8,1,1,0,10,0,0,0,8,0,10,0,0,0,18,0,2,1,12,0,1,13,4,1,34,0,13,2,0,0,4,6,31,9,12,0,0,0,0,0,0,10,0,4,0,6,0,0,0,4,0,6,0,0,0,11,1,10,9,7,21,2,8,1,6,5,3,3,3,1,2,0,0,0,0,0,2
ASV_1389,0,6,0,0,9,0,7,0,1,0,0,2,0,0,0,0,0,0,0,0,6,20,6,0,3,4,23,3,0,7,3,4,4,1,11,10,0,6,5,10,10,0,1,0,0,6,0,8,0,1,0,0,6,0,0,0,0,0,0,0,0,10,11,7,4,4,15,3,2,0,5,8,4,0,6,4,1,7,1,1,0,0
ASV_1390,6,10,7,19,6,0,14,0,2,0,2,2,5,0,6,0,5,0,2,1,9,47,15,10,14,12,39,25,5,29,3,15,7,7,11,22,1,32,19,25,22,10,3,7,13,3,0,9,0,2,0,6,3,6,0,4,0,5,0,2,0,8,11,8,14,18,3,9,9,25,12,25,10,14,14,7,12,18,8,4,3,15
ASV_1391,11,10,3,6,6,0,8,0,10,0,5,11,3,0,10,0,11,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,6,1,12,0,8,0,12,0,2,4,2,0,10,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ASV_1392,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
ASV_1393,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1394,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,4,0,3,1,1,0,0,0,0,2,1,0,0,0,0,0,3,4,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,2,0,2,0,2,0,1,0,1,0,5
ASV_1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ASV_1396,51,40,31,4,52,0,17,0,12,0,16,19,19,0,21,0,11,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,42,50,15,6,40,0,14,1,7,0,11,21,9,0,9,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1397,0,0,0,0,0,2,0,2,0,0,0,0,0,5,0,1,0,0,0,3,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,6,0,1,0,1,0,0,0,4,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1398,0,9,7,0,12,0,0,0,0,0,0,10,3,0,9,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,9,0,0,0,0,0,0,11,2,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,27,0,88,9,7,12,34,15,16,26,21,16,23,74,85,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,18,17,96,27,83,144,143,127,119,120,55,233,344,249,80,84,23,38,82
ASV_1403,24,9,26,6,6,0,9,0,22,0,8,11,3,0,10,0,12,0,4,0,4,6,6,4,3,4,10,5,1,2,0,4,5,1,2,3,0,6,11,6,2,22,16,19,7,11,0,5,0,26,0,13,16,8,0,3,0,16,0,1,0,1,4,4,2,4,1,1,3,5,4,1,2,2,2,6,2,0,2,0,0,3
ASV_1405,0,0,0,0,0,1,0,0,1,1,0,0,0,5,0,0,0,4,0,11,0,0,0,0,0,0,0,0,3,0,2,0,3,2,0,3,6,1,5,0,2,0,0,0,0,0,3,0,2,0,0,0,0,0,2,0,3,0,2,0,12,0,2,2,0,6,0,1,0,3,0,5,3,2,9,1,3,2,1,1,0,1
ASV_1406,0,0,0,0,0,3,3,0,0,1,0,0,0,6,1,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,4,0,4,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
ASV_1407,0,0,2,0,1,40,0,1,1,7,1,0,0,30,0,9,0,14,0,16,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,3,0,1,0,3,0,0,35,0,0,1,3,0,1,0,26,0,4,1,14,2,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ASV_1408,0,21,0,0,80,0,38,3,0,0,16,28,6,0,41,0,39,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,15,0,0,72,0,36,3,0,0,19,35,4,0,29,0,27,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,10,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,1,0,0,0,6,4,0,1,1,0,0,1,0,0,3
ASV_1411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,12,356
ASV_1417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ASV_1418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,2,101,1,0,0,4,0,0,0,0,0,76,1,0,0,400,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,1,0,0,0,245,0,0,0,1,0,0
ASV_1419,12,2,4,9,8,0,7,0,1,0,3,2,1,0,0,0,3,0,0,0,58,48,42,18,19,20,77,18,6,23,4,32,25,7,25,32,14,13,24,37,34,10,1,1,11,3,0,8,0,0,0,1,3,0,0,6,0,1,0,0,0,25,13,34,22,26,28,11,10,43,24,23,19,19,17,16,18,22,5,4,3,15
ASV_1420,2,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,4,2,0,0,2,1,4,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,2,0,0,0,0,0,0
